STATE,DATE,PRCP,RH,TMAX,TAVG,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
OH,2005-01-31,0.0601398601398601,81.37607462149775,0.8558558558558559,-5.495945945945945,-11.847747747747746,25.0,6.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0
OH,2005-02-01,0.0021428571428571,80.39948802293154,0.7179245283018867,-4.822169811320754,-10.362264150943398,24.0,6.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,6.0
OH,2005-02-02,0.1112676056338028,80.01331283622024,1.262037037037037,-4.387962962962963,-10.037962962962965,24.0,5.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,10.0,0.0,0.0,3.0,2.0,6.0,1.0,0.0,6.0
OH,2005-02-03,0.8397163120567376,83.6474225697698,1.6944444444444444,-2.843518518518519,-7.381481481481482,19.0,2.0,0.0,3.0,0.0,3.0,9.0,0.0,0.0,10.0,0.0,0.0,3.0,2.0,8.0,0.0,0.0,2.0
OH,2005-02-04,0.1357142857142857,78.61038247602613,3.720560747663552,-2.198598130841121,-8.117757009345794,21.0,3.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
OH,2005-02-05,0.0,79.69644038434488,7.518518518518518,0.2518518518518519,-7.014814814814815,19.0,2.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
OH,2005-02-06,0.0907142857142857,70.17641150448904,10.25925925925926,2.9898148148148147,-4.279629629629629,9.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
OH,2005-02-07,1.552112676056338,67.64004813124498,10.849074074074077,5.77361111111111,0.6981481481481482,11.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
OH,2005-02-08,8.466433566433567,94.21362336952886,9.50925925925926,6.075,2.640740740740741,37.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,4.0,0.0,10.0,0.0,0.0,2.0,1.0,1.0
OH,2005-02-09,2.198571428571429,95.58171809352926,5.914150943396226,3.1202830188679247,0.3264150943396227,34.0,6.0,0.0,1.0,0.0,7.0,1.0,0.0,0.0,10.0,1.0,2.0,10.0,4.0,10.0,0.0,1.0,3.0
OH,2005-02-10,2.79,79.9650785906161,1.4407407407407409,-1.8842592592592595,-5.20925925925926,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0
OH,2005-02-11,0.247887323943662,78.06600534099536,-1.387962962962963,-4.697685185185185,-8.007407407407406,8.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
OH,2005-02-12,0.1798561151079136,75.1116650839821,4.010377358490566,-0.4273584905660377,-4.865094339622642,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
OH,2005-02-13,0.6085714285714285,81.0132874912713,7.588571428571428,2.333809523809524,-2.920952380952381,5.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
OH,2005-02-14,5.138297872340425,85.90041927527616,9.037037037037036,5.146296296296296,1.2555555555555555,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
OH,2005-02-15,4.331690140845071,73.53908787088713,13.24074074074074,7.692592592592592,2.1444444444444444,11.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
OH,2005-02-16,5.850704225352112,80.63686516024312,12.80185185185185,6.247222222222223,-0.3074074074074074,8.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,8.0,1.0,0.0,1.0
OH,2005-02-17,0.3190140845070422,68.80529741679628,2.0990654205607475,-1.4032710280373832,-4.886111111111112,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0
OH,2005-02-18,0.2751773049645389,65.11732387057938,-1.935185185185185,-5.5152777777777775,-9.09537037037037,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0
OH,2005-02-19,0.0712230215827338,67.32039980746801,-0.2179245283018867,-5.404245283018868,-10.590566037735847,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
OH,2005-02-20,2.024822695035461,74.25451877821877,4.541666666666667,-0.4023148148148148,-5.346296296296296,10.0,3.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,10.0,2.0,1.0,10.0,5.0,10.0,3.0,0.0,3.0
OH,2005-02-21,4.179136690647482,92.98065421529458,8.38888888888889,4.090277777777778,-0.2083333333333333,14.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,3.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
OH,2005-02-22,0.2345070422535211,83.15310546718283,5.427102803738318,2.686448598130841,-0.0542056074766355,7.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,7.0,1.0,0.0,4.0,0.0,7.0,2.0,0.0,0.0
OH,2005-02-23,0.3225352112676056,74.18578866738103,3.3064814814814816,0.075,-3.156481481481481,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
OH,2005-02-24,1.0864285714285713,74.76215374086773,0.3990740740740741,-2.619444444444444,-5.637962962962963,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0
OH,2005-02-25,1.0929078014184397,73.90221276353358,0.1878504672897196,-4.710280373831775,-9.60841121495327,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,8.0,0.0,1.0,0.0
OH,2005-02-26,0.1496402877697842,71.55601464554267,2.125471698113208,-2.511320754716981,-7.14811320754717,8.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,7.0,0.0,0.0,0.0
OH,2005-02-27,0.0215827338129496,60.76620285527028,4.065094339622641,-1.8952830188679248,-7.855660377358491,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OH,2005-02-28,2.668571428571428,75.07352455200945,5.1560747663551405,0.5644859813084112,-4.027102803738318,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,10.0,2.0,0.0,0.0
OH,2005-03-01,6.934265734265734,87.20125364047146,2.177064220183486,-1.1238532110091743,-4.414545454545455,8.0,5.0,0.0,2.0,0.0,1.0,2.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,7.0
OH,2005-03-02,1.7267605633802816,73.65961342601874,-2.2752293577981653,-5.131192660550458,-7.987155963302753,6.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,3.0
OH,2005-03-03,0.3468531468531469,68.6854328630948,-2.1927272727272724,-6.406363636363637,-10.62,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
OH,2005-03-04,0.1524475524475524,73.9653129731016,1.136036036036036,-4.657657657657658,-10.45135135135135,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,1.0,5.0,0.0,0.0,0.0
OH,2005-03-05,2.314388489208633,75.55947429986014,4.296330275229358,-0.8073394495412846,-5.911009174311927,13.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0
OH,2005-03-06,0.1878571428571428,69.84999553279773,9.4,3.4302752293577985,-2.539449541284404,10.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
OH,2005-03-07,1.0861111111111112,65.58682119175066,14.25909090909091,7.010454545454545,-0.2381818181818182,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,4.0,0.0,0.0,0.0
OH,2005-03-08,3.565492957746479,69.32483093411878,8.072477064220184,0.3316513761467889,-7.409174311926606,4.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,4.0
OH,2005-03-09,0.2944444444444444,64.20851981690554,-1.800900900900901,-6.256756756756757,-10.712612612612611,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0
OH,2005-03-10,0.3797202797202797,63.088172135567,-0.0639639639639639,-5.251801801801802,-10.43963963963964,8.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,2.0
OH,2005-03-11,1.5576388888888888,81.5404678310756,1.526126126126126,-2.3054054054054056,-6.136936936936937,9.0,2.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,10.0,0.0,0.0,4.0,1.0,10.0,3.0,0.0,5.0
OH,2005-03-12,2.609154929577465,78.40042648149029,1.7678899082568806,-0.9321100917431192,-3.6321100917431193,8.0,4.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,10.0,0.0,0.0,1.0,0.0,10.0,1.0,0.0,5.0
OH,2005-03-13,0.5164285714285715,65.90947824144604,1.2054545454545451,-2.736818181818182,-6.67909090909091,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
OH,2005-03-14,0.1056737588652482,61.027500376638734,2.0936936936936936,-3.5824324324324324,-9.258558558558558,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OH,2005-03-15,0.0,62.50441202881848,5.247747747747748,-1.0153153153153154,-7.278378378378378,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OH,2005-03-16,0.0,58.20035370433656,6.649549549549549,0.4707207207207207,-5.708108108108108,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OH,2005-03-17,0.0,56.35820081835522,7.768468468468468,2.105855855855856,-3.556756756756757,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
OH,2005-03-18,0.0272727272727272,58.62878137933075,11.234234234234236,4.288288288288288,-2.6576576576576576,6.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
OH,2005-03-19,1.593103448275862,67.32822478856731,12.871818181818185,6.181363636363637,-0.509090909090909,8.0,0.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,9.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
OH,2005-03-20,5.14965034965035,87.20046107751469,8.838532110091743,4.96697247706422,1.0954128440366973,12.0,2.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,3.0,0.0,7.0,0.0,3.0,0.0,0.0,0.0
OH,2005-03-21,0.2978873239436619,75.57485188770389,4.825454545454545,1.8240909090909088,-1.1864864864864864,6.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0
OH,2005-03-22,0.876551724137931,70.74464967795292,6.965765765765767,2.049099099099099,-2.867567567567568,7.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0
OH,2005-03-23,6.653424657534247,85.69136255032842,7.16036036036036,3.2085585585585585,-0.7432432432432432,11.0,0.0,0.0,3.0,0.0,4.0,0.0,0.0,0.0,10.0,4.0,1.0,9.0,3.0,5.0,4.0,0.0,1.0
OH,2005-03-24,2.435416666666667,83.84287408665308,5.0,2.04009009009009,-0.91981981981982,9.0,1.0,0.0,3.0,0.0,6.0,2.0,0.0,0.0,7.0,0.0,2.0,5.0,0.0,6.0,0.0,0.0,2.0
OH,2005-03-25,2.889655172413793,87.75957898342931,5.866666666666667,2.9630630630630628,0.0594594594594594,12.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,0.0,0.0,10.0,0.0,8.0,1.0,0.0,0.0
OH,2005-03-26,2.509027777777778,80.42936979026616,8.059090909090909,4.490454545454545,0.9218181818181818,10.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,8.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0
OH,2005-03-27,0.9924137931034483,78.94855663860744,9.268181818181818,4.865,0.4618181818181818,13.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,9.0,2.0,0.0,7.0,0.0,0.0,0.0,1.0,1.0
OH,2005-03-28,14.45655172413793,88.18394394186211,9.357657657657658,6.316216216216216,3.274774774774775,14.0,1.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,10.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
OH,2005-03-29,6.3083916083916085,75.02886500575414,13.029729729729729,7.7085585585585585,2.3873873873873874,15.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,10.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0
OH,2005-03-30,0.0131944444444444,57.51853824078856,19.79090909090909,11.731363636363636,3.671818181818181,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OH,2005-03-31,0.3068965517241379,52.82012121570155,21.64128440366973,14.055963302752293,6.470642201834862,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
OH,2005-04-01,2.445578231292517,60.910354163524815,15.836936936936938,9.295045045045043,2.753153153153153,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
OH,2005-04-02,19.06111111111112,86.61741606098856,10.036936936936936,5.90945945945946,1.781981981981982,10.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,10.0,0.0,0.0,10.0,0.0,8.0,1.0,0.0,0.0
OH,2005-04-03,7.718881118881119,55.49851186542052,9.194642857142856,5.174553571428571,1.1544642857142855,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,0.0
OH,2005-04-04,0.2832167832167832,45.19606439307643,15.585840707964602,8.300442477876107,1.0150442477876107,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OH,2005-04-05,0.0,47.443208801959855,21.843362831858407,12.562946428571427,3.271428571428572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OH,2005-04-06,0.0124137931034482,47.16668704506255,25.395575221238936,16.135135135135137,6.863063063063063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
OH,2005-04-07,1.643835616438356,72.42763648287121,22.48849557522124,15.438839285714284,8.307142857142857,8.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,10.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
OH,2005-04-08,1.58,63.364987134041584,17.37079646017699,11.067699115044247,4.764601769911504,8.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OH,2005-04-09,0.0,49.56425038589014,19.56,11.38256880733945,3.2091743119266054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OH,2005-04-10,0.0,46.96157574401098,23.21891891891892,13.818636363636363,4.409090909090909,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OH,2005-04-11,0.0,42.12929441104657,23.75221238938053,15.164159292035398,6.576106194690266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OH,2005-04-12,0.3897260273972602,44.94363197089133,19.875221238938053,13.143362831858408,6.411504424778761,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
OH,2005-04-13,1.893835616438356,44.98564466062556,15.744247787610618,10.1929203539823,4.641592920353983,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
OH,2005-04-14,0.1486111111111111,41.41742897242232,17.805309734513273,9.961946902654867,2.11858407079646,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OH,2005-04-15,0.0,44.84690663235089,18.711818181818185,10.316363636363636,1.9209090909090911,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OH,2005-04-16,0.0,37.66203108608816,20.58532110091744,11.264678899082568,1.9440366972477063,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OH,2005-04-17,0.0342465753424657,41.18060979551329,22.48454545454545,13.197727272727272,3.91090909090909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
OH,2005-04-18,0.0475862068965517,52.37197596554994,24.80900900900901,15.926576576576576,7.044144144144144,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
OH,2005-04-19,0.0972413793103448,52.786616045308925,26.8375,18.49099099099099,10.167567567567566,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
OH,2005-04-20,3.490410958904109,57.8992779723922,26.42844036697248,18.25,10.071559633027524,11.0,0.0,18.0,0.0,2.0,0.0,2.0,0.0,1.0,9.0,2.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
OH,2005-04-21,6.223776223776224,79.25746604938026,20.86936936936937,13.681531531531531,6.493693693693693,9.0,1.0,6.0,0.0,2.0,0.0,2.0,0.0,0.0,10.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
