STATE,DATE,TAVG,TMAX,PRCP,RH,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
TX,2006-01-16,13.965952890792291,20.63104925053533,0.5755656108597286,61.3023091160499,7.30085653104925,24.0,1.0,18.0,0.0,0.0,0.0,1.0,12.0,0.0,0.0,1.0,12.0,0.0,0.0,27.0,0.0,2.0,1.0,0.0,0.0
TX,2006-01-17,9.464046121593292,17.244444444444444,3.063732928679818,43.986646154366014,1.693945720250522,11.0,0.0,10.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
TX,2006-01-18,8.619012605042016,17.409663865546218,0.0404511278195488,31.717352292613537,-0.1716386554621849,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2006-01-19,13.588865546218488,22.43403361344538,0.0019490254872563,44.8433693527024,4.743697478991597,5.0,0.0,1.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2006-01-20,14.96530398322851,22.16771488469601,0.1634182908545727,58.899637666128406,7.762893081761007,17.0,1.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,10.0,0.0,1.0,0.0,0.0,0.0
TX,2006-01-21,10.207478632478631,18.10448717948718,0.8062404870624049,54.34719364773732,2.3104700854700853,21.0,3.0,24.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,11.0,0.0,0.0,26.0,0.0,0.0,0.0,0.0,0.0
TX,2006-01-22,8.269504310344828,13.479094827586207,5.573241590214067,71.64118239817095,3.0748387096774192,47.0,5.0,49.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,23.0,2.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
TX,2006-01-23,7.553276955602538,12.761181434599155,7.049464012251149,71.80834928164833,2.340803382663848,22.0,1.0,8.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,6.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
TX,2006-01-24,8.521757322175732,16.386610878661088,0.0856927710843373,56.61842823153158,0.6569037656903766,24.0,9.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
TX,2006-01-25,10.331551362683438,19.16589958158996,0.0497751124437781,46.52950143773494,1.4966457023060795,8.0,1.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
TX,2006-01-26,11.216455696202532,18.26176470588236,0.0920180722891566,49.94689105013011,4.172784810126583,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0
TX,2006-01-27,12.296129707112971,18.07615062761506,0.3075187969924812,64.08987261125141,6.516108786610879,12.0,0.0,5.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0
TX,2006-01-28,13.910920770877944,19.76688034188034,6.901793721973094,73.12914863236891,8.051282051282051,50.0,6.0,9.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,28.0,1.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
TX,2006-01-29,12.756709956709958,21.13836206896552,6.16963746223565,48.11597290521754,4.388336933045356,38.0,18.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
TX,2006-01-30,13.09119496855346,22.358700209643608,0.2742857142857143,39.434333257567886,3.842468619246862,23.0,9.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
TX,2006-01-31,11.644820295983086,21.072515856236784,0.0507507507507507,38.28634177513792,2.217124735729387,3.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TX,2006-02-01,14.083333333333334,22.206903765690377,0.7545045045045045,61.69832086446815,5.957442348008385,44.0,4.0,33.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,1.0,16.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
TX,2006-02-02,14.76822033898305,22.536919831223628,3.738345864661654,53.88391666270378,6.997033898305085,45.0,21.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,15.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
TX,2006-02-03,14.12098121085595,22.61458333333333,0.5708955223880597,49.77661680007494,5.648643006263048,24.0,4.0,5.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,10.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0
TX,2006-02-04,10.4262312633833,19.440256959314777,0.7903759398496241,42.99099535442387,1.41220556745182,7.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TX,2006-02-05,11.546868250539957,20.99030172413793,0.0434131736526946,42.949031308454536,2.1120950323974084,2.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
TX,2006-02-06,12.382196162046908,21.58199152542373,0.0693113772455089,43.88131513156599,3.212366737739872,7.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
TX,2006-02-07,8.073004201680673,17.32893081761006,0.0010479041916167,38.68470885892351,-1.1807127882599582,0.0,0.0,1.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2006-02-08,9.72935684647303,19.566597510373445,0.023502994011976,37.218818386498285,-0.1078838174273859,5.0,0.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TX,2006-02-09,10.992767295597483,20.777824267782425,0.022072072072072,46.707021952844144,1.2083857442348007,20.0,4.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,1.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0
TX,2006-02-10,10.73021052631579,18.48361344537816,1.5971299093655589,64.71460867747153,2.9936974789915967,42.0,1.0,21.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,3.0,18.0,1.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0
TX,2006-02-11,6.25117773019272,13.023880597014925,4.80878787878788,41.27263773181196,-0.5117773019271948,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2006-02-12,3.812903225806452,12.484334763948498,0.0092814371257485,32.198893599991884,-4.860215053763441,0.0,0.0,2.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2006-02-13,6.697473684210527,16.910714285714285,0.0005988023952095,29.31105108688397,-3.5151578947368423,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2006-02-14,10.312105263157894,20.42436974789916,0.0004497751124437,39.70635460291079,0.1976842105263158,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2006-02-15,15.086942675159236,24.148414376321355,0.0064371257485029,54.11847578503578,6.036093418259023,11.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
TX,2006-02-16,17.76603375527426,25.6331223628692,0.022754491017964,58.20027754538202,9.92626050420168,10.0,0.0,1.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,1.0,5.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
TX,2006-02-17,11.884407484407484,20.96991701244813,0.2885714285714286,57.10088719426876,2.8164241164241166,28.0,0.0,1.0,2.0,0.0,2.0,0.0,17.0,0.0,0.0,2.0,16.0,3.0,1.0,21.0,0.0,1.0,0.0,0.0,0.0
TX,2006-02-18,2.574304068522484,6.689529914529914,0.6814871016691957,72.45343907983225,-1.5532051282051282,49.0,0.0,0.0,7.0,0.0,15.0,0.0,22.0,0.0,0.0,0.0,23.0,5.0,3.0,26.0,6.0,9.0,10.0,0.0,0.0
TX,2006-02-19,-0.2617204301075269,2.9404301075268817,0.4983257229832571,81.64560662115738,-3.460813704496788,56.0,0.0,2.0,6.0,0.0,27.0,0.0,20.0,0.0,0.0,0.0,26.0,4.0,3.0,21.0,6.0,1.0,4.0,0.0,0.0
TX,2006-02-20,2.497863247863248,6.802345415778252,0.4648936170212766,83.34657534782615,-1.813404255319149,81.0,2.0,1.0,1.0,0.0,14.0,0.0,30.0,0.0,0.0,0.0,30.0,5.0,0.0,13.0,3.0,1.0,2.0,0.0,2.0
TX,2006-02-21,7.199372384937239,12.676458333333333,0.3900151285930409,82.43220250589401,1.7307531380753136,108.0,30.0,1.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,29.0,4.0,0.0,14.0,0.0,1.0,0.0,0.0,3.0
TX,2006-02-22,11.554716981132076,17.446555323590815,0.3833333333333333,80.76786539111635,5.664150943396227,99.0,42.0,2.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,22.0,3.0,0.0,20.0,0.0,0.0,0.0,0.0,1.0
TX,2006-02-23,12.209895833333333,18.351767151767152,0.4243939393939394,67.3153746622276,6.092291666666667,59.0,12.0,3.0,0.0,1.0,0.0,0.0,38.0,0.0,0.0,0.0,24.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0
TX,2006-02-24,12.112759336099586,17.380124223602486,2.1189473684210527,61.61722774740467,6.85435684647303,55.0,4.0,15.0,0.0,2.0,0.0,0.0,14.0,0.0,0.0,1.0,22.0,2.0,0.0,26.0,0.0,0.0,0.0,0.0,1.0
TX,2006-02-25,12.63061440677966,17.332980972515855,11.836115326251896,84.02489564804074,7.946511627906976,79.0,20.0,58.0,0.0,2.0,0.0,0.0,14.0,0.0,0.0,0.0,31.0,4.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0
TX,2006-02-26,10.756944444444445,17.322292993630573,4.851963746223565,64.62771782447697,4.226709401709401,17.0,3.0,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
TX,2006-02-27,12.289853556485356,20.60292275574113,0.2474550898203593,58.18020807764934,3.977824267782427,26.0,3.0,2.0,0.0,0.0,1.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
TX,2006-02-28,16.538054968287526,25.55696202531645,0.0495508982035928,56.30339537073057,7.509725158562368,16.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
TX,2006-03-01,20.0660751565762,29.07891440501044,0.0057142857142857,54.38450675799069,11.053235908141962,36.0,6.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
TX,2006-03-02,20.674430641821942,28.99316770186336,0.0413273001508295,52.96449764153094,12.35569358178054,37.0,9.0,1.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,14.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0
TX,2006-03-03,18.18226141078838,25.09875776397516,0.0918552036199095,50.469874446539976,11.275933609958509,29.0,11.0,10.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
TX,2006-03-04,16.609893617021275,23.052765957446805,0.0556231003039513,54.72075098051339,10.167021276595746,22.0,2.0,8.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,10.0,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0
TX,2006-03-05,18.21117021276596,24.56872340425532,0.0754916792738275,63.67110330120455,11.853617021276596,59.0,9.0,2.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,21.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
TX,2006-03-06,19.6481288981289,27.288149688149687,0.1136157337367624,64.4501864086193,12.008108108108107,60.0,22.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2006-03-07,20.909812108559496,28.14133611691023,0.0054380664652567,66.48613430987594,13.678288100208768,40.0,11.0,1.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,16.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
TX,2006-03-08,21.368191268191268,27.3448132780083,0.240785498489426,62.32535082122602,15.39022869022869,7.0,0.0,21.0,0.0,1.0,0.0,2.0,17.0,0.0,0.0,2.0,1.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0
TX,2006-03-09,18.82536231884058,25.85826446280992,2.336651583710408,42.56220165099834,11.79648033126294,18.0,0.0,26.0,1.0,3.0,0.0,1.0,14.0,0.0,0.0,2.0,4.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
TX,2006-03-10,17.07427385892116,25.624896265560167,0.6366917293233082,41.00819996502688,8.512836438923395,32.0,11.0,4.0,0.0,0.0,0.0,2.0,23.0,0.0,0.0,1.0,12.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
TX,2006-03-11,20.037025316455694,28.292194092827003,0.0322239031770045,55.64349875654006,11.781856540084387,29.0,2.0,0.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2006-03-12,21.777272727272727,28.802536997885834,0.0435045317220543,56.98750736137992,14.75200845665962,24.0,0.0,4.0,0.0,0.0,0.0,3.0,30.0,0.0,0.0,5.0,12.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
TX,2006-03-13,18.520104166666663,26.59417879417879,0.7595454545454545,38.330103720180176,10.453125,27.0,0.0,17.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,7.0,10.0,2.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0
TX,2006-03-14,13.071966527196652,21.62468619246862,0.0576168929110105,30.74995452010027,4.5375782881002085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TX,2006-03-15,13.998755186721992,21.866597510373445,0.0126315789473684,38.91438499211604,6.130912863070539,5.0,0.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,3.0,2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
TX,2006-03-16,17.158141962421713,23.791649269311065,0.1806306306306306,57.05915086073052,10.52463465553236,43.0,6.0,3.0,0.0,1.0,0.0,0.0,19.0,0.0,0.0,0.0,15.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0
TX,2006-03-17,17.647291666666668,23.669022869022868,0.6545045045045045,47.1968235768069,11.635208333333331,32.0,9.0,26.0,3.0,2.0,0.0,0.0,9.0,0.0,0.0,0.0,11.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0
TX,2006-03-18,15.60277185501066,19.4268085106383,4.633740458015267,71.85169196218143,11.77867803837953,65.0,5.0,54.0,0.0,9.0,0.0,1.0,25.0,0.0,0.0,0.0,19.0,3.0,0.0,31.0,0.0,1.0,0.0,0.0,0.0
TX,2006-03-19,15.121521739130436,18.236796536796536,16.252526799387443,85.28815510279216,12.001084598698482,77.0,11.0,74.0,0.0,7.0,0.0,1.0,20.0,0.0,0.0,2.0,21.0,4.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0
TX,2006-03-20,14.941372141372142,20.23825363825364,19.196147919876733,66.4351658215113,9.644490644490643,60.0,5.0,65.0,4.0,5.0,0.0,1.0,17.0,0.0,0.0,2.0,19.0,1.0,0.0,27.0,0.0,3.0,1.0,0.0,1.0
TX,2006-03-21,12.164150943396226,20.0419624217119,1.0748872180451128,45.15687000336544,4.287421383647798,2.0,2.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2006-03-22,9.521145833333332,15.507900207900208,0.1533632286995515,61.38039815218636,3.5356250000000005,13.0,3.0,6.0,1.0,1.0,0.0,0.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,16.0,0.0,4.0,0.0,0.0,2.0
TX,2006-03-23,7.250625,11.830625,1.1612368024132729,68.2451308488916,2.670625,34.0,1.0,4.0,0.0,0.0,1.0,0.0,20.0,0.0,0.0,0.0,11.0,2.0,0.0,24.0,0.0,3.0,0.0,0.0,0.0
TX,2006-03-24,5.95977130977131,12.833471933471932,0.1956325301204819,55.59971270459192,-0.913929313929314,10.0,0.0,1.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
TX,2006-03-25,9.41060924369748,18.28655462184874,0.067420814479638,46.627682356654645,0.5346638655462185,6.0,0.0,2.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TX,2006-03-26,13.520833333333334,22.201279317697228,0.0828571428571428,47.656378312928304,4.8463675213675215,4.0,0.0,2.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,1.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
TX,2006-03-27,16.536902286902286,23.025933609958507,0.2624813153961136,62.327309550825326,10.050622406639004,24.0,0.0,6.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,11.0,2.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0
TX,2006-03-28,17.023858921161825,21.84037267080745,5.632784431137725,68.08278969919031,12.212655601659751,47.0,1.0,50.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,1.0,19.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0
TX,2006-03-29,18.05072765072765,23.7012474012474,5.99593373493976,76.5977350952048,12.4002079002079,66.0,13.0,42.0,0.0,0.0,1.0,0.0,19.0,0.0,0.0,2.0,22.0,3.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
TX,2006-03-30,20.39748953974896,25.948326359832635,1.3359939759036146,68.77291915170869,14.85866388308977,32.0,2.0,8.0,0.0,1.0,0.0,1.0,14.0,0.0,0.0,3.0,12.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
TX,2006-03-31,21.712289915966384,27.642647058823528,0.3265460030165912,64.71430480661914,15.757023060796646,36.0,0.0,1.0,0.0,1.0,0.0,0.0,23.0,0.0,0.0,3.0,18.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
TX,2006-04-01,22.83974358974359,28.641666666666666,0.1429223744292237,69.41996474288713,17.037820512820513,55.0,1.0,9.0,0.0,1.0,0.0,0.0,35.0,0.0,0.0,2.0,27.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0
TX,2006-04-02,23.03720173535792,29.26363636363636,0.2548780487804878,58.57669712907139,16.81236442516269,32.0,0.0,7.0,0.0,1.0,0.0,0.0,21.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
TX,2006-04-03,21.845913978494625,29.025641025641026,0.0764079147640791,53.690195444464734,14.59206008583691,33.0,2.0,9.0,1.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
TX,2006-04-04,20.64904862579281,27.94714587737844,0.0291603053435114,56.69568815109762,13.350951374207188,23.0,8.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,2006-04-05,22.20241596638656,28.929201680672268,0.0039634146341463,60.68270533832339,15.47563025210084,19.0,2.0,1.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,1.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
TX,2006-04-06,23.157700421940927,29.455696202531644,0.041400304414003,58.43141973903185,16.859704641350213,7.0,0.0,17.0,1.0,1.0,0.0,3.0,21.0,0.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0
TX,2006-04-07,21.48200836820084,28.78807531380753,0.1450532724505327,43.767497462748615,14.175941422594144,38.0,4.0,5.0,1.0,0.0,0.0,4.0,38.0,0.0,0.0,6.0,18.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
TX,2006-04-08,18.482725321888413,27.070600858369097,0.046412213740458,44.30915995094645,9.89743040685225,4.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TX,2006-04-09,16.630192719486082,25.380085653104924,0.0582568807339449,47.28050044393272,7.880299785867238,5.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
TX,2006-04-10,18.62468220338983,27.43340380549683,0.004420731707317,47.55313011374737,9.812076271186442,19.0,1.0,2.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
TX,2006-04-11,20.575949367088608,28.14021052631579,0.0103030303030303,53.34050191653613,13.008,6.0,0.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
TX,2006-04-12,21.71020833333333,28.496041666666667,0.0408814589665653,61.457630280327294,14.924375,23.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
TX,2006-04-13,22.788125,30.003541666666667,0.0965045592705167,61.7883476158864,15.581912681912682,35.0,14.0,5.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,14.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
TX,2006-04-14,23.14179104477612,30.870488322717623,0.0256097560975609,54.39744663082106,15.407036247334752,20.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,9.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0
TX,2006-04-15,24.37997858672377,31.821413276231265,0.0259146341463414,53.10794588598703,16.938543897216274,1.0,0.0,1.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
