STATE,DATE,TAVG,PRCP,RH,TMIN,TMAX,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT11,WT13,WT14,WT16,WT17,WT18,WT19,WT21,WT22
MN,2007-01-14,-15.503529411764706,0.2513661202185792,64.94874846960408,-19.668235294117647,-11.338823529411764,4.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0
MN,2007-01-15,-15.876923076923076,2.2679775280898875,67.50756167717198,-20.23313609467456,-11.5207100591716,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0
MN,2007-01-16,-18.477714285714285,0.0684782608695652,63.75530588557175,-25.67142857142857,-11.284,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN,2007-01-17,-13.529885057471263,0.0,67.16176127362853,-20.2132183908046,-6.846551724137931,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN,2007-01-18,-8.423850574712644,0.0681318681318681,79.53956694416732,-12.98390804597701,-3.870285714285714,11.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0
MN,2007-01-19,-11.201445086705204,0.1701086956521739,72.22733725421453,-16.397687861271677,-6.005202312138729,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
MN,2007-01-20,-11.883233532934131,0.0043715846994535,71.15567351864885,-18.56467065868264,-5.226785714285715,5.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN,2007-01-21,-8.10909090909091,0.9611111111111112,78.89153152653466,-12.415151515151516,-3.803030303030303,9.0,1.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,5.0,0.0,0.0,0.0,8.0,1.0,0.0,3.0
MN,2007-01-22,-7.196242774566474,1.036931818181818,85.89088829301694,-10.94335260115607,-3.449132947976879,11.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,3.0,0.0,1.0
MN,2007-01-23,-8.476162790697675,0.0118918918918918,79.39008084859844,-12.491329479768789,-4.472093023255814,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
MN,2007-01-24,-9.429022988505748,0.0972677595628415,80.20150953018442,-13.625142857142858,-5.202298850574713,13.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0
MN,2007-01-25,-10.59,0.0349462365591397,79.84260423607422,-16.23657142857143,-4.943428571428572,12.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
MN,2007-01-26,-6.123275862068966,0.0303191489361702,83.21018245445183,-11.641379310344828,-0.6051724137931034,16.0,1.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0
MN,2007-01-27,-8.676807228915662,0.0988826815642458,72.289262091143,-15.863253012048194,-1.4580838323353291,2.0,0.0,0.0,0.0,0.0,0.0,11.0,3.0,1.0,0.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0
MN,2007-01-28,-17.55210843373494,0.0921787709497206,66.1623794393256,-23.768862275449106,-11.376506024096386,5.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0
MN,2007-01-29,-14.989595375722542,0.3704545454545455,73.98642862551911,-20.29595375722544,-9.701149425287356,10.0,1.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,4.0,0.0,0.0,0.0,8.0,2.0,0.0,1.0
MN,2007-01-30,-15.940857142857144,0.2119565217391304,71.2332402754087,-21.64857142857143,-10.233142857142855,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0
MN,2007-01-31,-15.115028901734105,0.027807486631016,72.44062904349468,-20.17341040462428,-10.017816091954025,4.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,8.0,2.0,0.0,0.0
MN,2007-02-01,-15.957909604519775,0.2245810055865922,76.732823421682,-21.8090395480226,-10.10677966101695,4.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0,0.0,3.0,0.0,0.0,0.0,8.0,3.0,0.0,1.0
MN,2007-02-02,-19.11761363636364,0.1133333333333333,70.42632616550819,-24.95909090909091,-13.292090395480225,5.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,3.0,0.0,0.0,0.0,8.0,3.0,0.0,0.0
MN,2007-02-03,-22.977167630057803,0.0318681318681318,64.41665708695004,-28.18323699421965,-17.752,0.0,0.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0
MN,2007-02-04,-25.640697674418604,0.0016574585635359,64.39063305522947,-29.444767441860463,-21.836627906976744,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
MN,2007-02-05,-25.31136363636364,0.03646408839779,61.99730140841846,-30.933333333333334,-19.69375,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MN,2007-02-06,-22.466949152542373,1.3785310734463276,67.28886217567259,-28.40847457627119,-16.52542372881356,3.0,1.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0
MN,2007-02-07,-21.105172413793102,0.7241573033707865,64.4302845951738,-27.254597701149425,-14.972,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN,2007-02-08,-20.399715909090908,0.0097826086956521,59.55361381807713,-26.66818181818182,-14.13125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN,2007-02-09,-19.958426966292134,0.0,62.925768209915255,-25.908988764044945,-14.007865168539327,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN,2007-02-10,-19.75964912280702,0.0027322404371584,67.5979583564238,-26.68479532163743,-12.834502923976608,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN,2007-02-11,-15.447633136094677,0.0248618784530386,72.53604218281063,-21.903550295857983,-9.00764705882353,7.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
MN,2007-02-12,-14.004802259887006,0.261878453038674,64.94130019871638,-19.73502824858757,-8.259550561797752,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
MN,2007-02-13,-15.67316384180791,0.1254054054054054,60.76215708240916,-21.036516853932586,-10.370056497175142,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
MN,2007-02-14,-18.731638418079097,0.0102702702702702,65.44127047931083,-25.42542372881356,-12.037853107344633,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MN,2007-02-15,-18.61123595505618,0.0027173913043478,67.948854602846,-25.18820224719101,-12.034269662921348,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN,2007-02-16,-14.998314606741571,0.0858695652173913,68.85163721809829,-20.73876404494382,-9.257865168539327,2.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
MN,2007-02-17,-11.10414201183432,0.3320224719101123,73.1832688793851,-15.399411764705883,-6.806508875739644,5.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0
MN,2007-02-18,-11.608823529411763,0.0346153846153846,71.1717201580253,-17.32280701754386,-5.962941176470588,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
MN,2007-02-19,-6.399705882352942,0.001639344262295,79.45493156179073,-11.493529411764706,-1.317543859649123,10.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MN,2007-02-20,-3.4065340909090907,0.0016304347826086,82.58037804756616,-10.02784090909091,3.2186440677966104,28.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
MN,2007-02-21,-0.8564606741573033,0.1810810810810811,83.24885591779945,-6.852247191011236,5.139325842696629,9.0,4.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,1.0
MN,2007-02-22,-4.069209039548023,0.2769230769230769,70.5240337637055,-11.398305084745765,3.2598870056497176,4.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
MN,2007-02-23,-5.660571428571429,0.3483695652173912,70.67410640831027,-9.990857142857145,-1.3511363636363638,7.0,0.0,9.0,11.0,1.0,5.0,4.0,1.0,1.0,3.0,0.0,2.0,1.0,5.0,1.0,0.0,1.0
MN,2007-02-24,-3.802023121387283,8.364457831325302,83.01028471279058,-5.703468208092485,-1.900578034682081,10.0,7.0,8.0,19.0,2.0,18.0,4.0,1.0,1.0,2.0,0.0,5.0,5.0,8.0,2.0,0.0,1.0
MN,2007-02-25,-3.768047337278106,14.154545454545454,87.04792225339196,-5.491715976331361,-2.0423529411764707,12.0,4.0,0.0,3.0,0.0,1.0,6.0,1.0,2.0,8.0,0.0,0.0,0.0,8.0,1.0,0.0,5.0
MN,2007-02-26,-4.067796610169491,3.080813953488372,86.20140640976945,-6.394915254237288,-1.7406779661016951,11.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,7.0,0.0,0.0,0.0,8.0,1.0,0.0,1.0
MN,2007-02-27,-4.503693181818182,0.8116022099447514,84.65720326313513,-7.402840909090909,-1.6045454545454545,11.0,1.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
MN,2007-02-28,-3.979661016949152,0.7923497267759563,83.01515674213313,-7.421468926553672,-0.5382022471910112,12.0,2.0,0.0,3.0,0.0,4.0,6.0,0.0,0.0,5.0,0.0,1.0,0.0,8.0,1.0,0.0,2.0
MN,2007-03-01,-2.6834269662921346,6.347222222222222,86.99482310389314,-5.381564245810056,0.0195530726256983,10.0,7.0,1.0,10.0,0.0,8.0,5.0,1.0,3.0,1.0,1.0,4.0,1.0,8.0,2.0,0.0,4.0
MN,2007-03-02,-5.612215909090909,10.217613636363636,82.80426506085811,-8.790909090909091,-2.433522727272728,9.0,0.0,2.0,1.0,0.0,0.0,4.0,1.0,1.0,7.0,0.0,0.0,0.0,8.0,2.0,0.0,3.0
MN,2007-03-03,-9.91508875739645,1.2664739884393064,67.79430899822717,-14.894674556213015,-4.935502958579882,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0
MN,2007-03-04,-9.457647058823529,0.0234972677595628,70.65696522300684,-16.604705882352942,-2.2906432748538013,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MN,2007-03-05,-11.279775280898876,0.0196721311475409,62.83710031985511,-19.245251396648044,-3.35,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MN,2007-03-06,-13.79265536723164,0.2118918918918919,62.06330790118073,-18.851977401129943,-8.733333333333333,4.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0
MN,2007-03-07,-10.527247191011236,0.5219251336898395,75.70394145055221,-15.63370786516854,-5.420786516853933,9.0,0.0,0.0,1.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
MN,2007-03-08,-6.568539325842697,0.0059139784946236,84.54588428003423,-11.628651685393258,-1.5084269662921348,31.0,3.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0
MN,2007-03-09,-0.2331460674157303,0.0027027027027027,82.38635999746955,-4.436516853932584,3.970224719101124,17.0,2.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
MN,2007-03-10,0.8408284023668638,0.0112903225806451,75.59632420950082,-5.425294117647058,7.096449704142011,11.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN,2007-03-11,1.5839285714285716,0.0097297297297297,74.58862065028794,-5.081547619047619,8.263313609467456,9.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0
MN,2007-03-12,3.267528735632184,0.0075675675675675,80.67741048079063,-3.083908045977012,9.630857142857144,24.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,7.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0
MN,2007-03-13,5.71271186440678,0.0,74.39318086542137,0.1655367231638418,11.259887005649718,12.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN,2007-03-14,3.4274011299435028,0.0016304347826086,69.0032567405239,-2.2706214689265534,9.12542372881356,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
MN,2007-03-15,-2.6437500000000003,0.2226519337016574,65.78419447768738,-7.401704545454546,2.114204545454545,7.0,2.0,0.0,2.0,0.0,0.0,5.0,1.0,0.0,5.0,0.0,1.0,0.0,6.0,0.0,0.0,1.0
MN,2007-03-16,-5.572443181818182,0.7099447513812155,77.86057704054237,-11.544382022471911,0.4579545454545454,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN,2007-03-17,-4.596511627906977,0.0,73.97014247926522,-10.675581395348836,1.4825581395348837,11.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
MN,2007-03-18,-1.5962209302325585,0.2889502762430939,69.91236356239312,-6.881976744186047,3.6895348837209294,10.0,5.0,0.0,1.0,0.0,0.0,4.0,0.0,0.0,6.0,0.0,3.0,0.0,4.0,0.0,0.0,3.0
MN,2007-03-19,-1.81271186440678,1.5154696132596686,70.60018207818646,-6.789265536723164,3.1638418079096047,9.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.0,5.0,0.0,2.0,0.0,3.0,1.0,0.0,0.0
MN,2007-03-20,-3.944886363636364,0.0691891891891891,65.68977462740486,-10.823295454545455,2.933522727272727,2.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0
MN,2007-03-21,2.269491525423729,0.4796791443850267,81.58018769569348,-3.0163841807909604,7.555367231638418,51.0,5.0,9.0,2.0,2.0,0.0,10.0,0.0,0.0,5.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0
MN,2007-03-22,3.3686440677966103,0.9169398907103826,70.33065512849053,-2.751977401129944,9.489265536723163,9.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MN,2007-03-23,4.877808988764045,0.0054054054054054,65.89910067986482,-2.585955056179776,12.341573033707869,12.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MN,2007-03-24,8.044736842105264,0.8272222222222223,73.29847048648593,0.0543859649122806,16.035087719298247,37.0,4.0,1.0,0.0,0.0,0.0,5.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
MN,2007-03-25,10.82280701754386,4.603370786516853,82.6690637631377,4.933918128654971,16.711627906976744,39.0,7.0,9.0,0.0,0.0,0.0,5.0,0.0,1.0,7.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
MN,2007-03-26,12.224431818181818,1.149438202247191,79.47646619295536,4.444886363636363,20.00056179775281,39.0,8.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MN,2007-03-27,9.829829545454546,0.2272727272727272,71.28205237815943,0.875,18.78465909090909,6.0,0.0,7.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
MN,2007-03-28,6.941340782122905,3.203763440860215,77.42589616136512,2.464245810055865,11.418435754189945,13.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0
MN,2007-03-29,6.0374301675977655,4.205347593582888,81.06166156040473,3.6715083798882686,8.403351955307263,18.0,0.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,6.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0
MN,2007-03-30,5.156145251396648,11.132620320855615,87.66925938698361,2.3072625698324023,8.005027932960894,20.0,3.0,5.0,1.0,0.0,3.0,0.0,0.0,0.0,6.0,2.0,8.0,1.0,0.0,3.0,0.0,0.0
MN,2007-03-31,3.663005780346821,11.973076923076922,93.5971846569106,1.606896551724138,5.709826589595376,23.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,2.0,8.0,0.0,0.0,2.0,0.0,0.0
MN,2007-04-01,4.02296511627907,17.034254143646407,92.81008802428391,1.586046511627907,6.405714285714286,18.0,1.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,7.0,2.0,8.0,0.0,4.0,4.0,0.0,0.0
MN,2007-04-02,2.529608938547486,3.136516853932584,83.09297187408669,-0.0251396648044692,5.084357541899442,7.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,0.0,4.0,0.0,5.0,1.0,0.0,0.0
MN,2007-04-03,-0.6044692737430167,3.805464480874317,86.79370921721974,-4.5229050279329615,3.302209944751381,14.0,7.0,3.0,0.0,0.0,2.0,6.0,1.0,0.0,4.0,1.0,3.0,0.0,8.0,2.0,0.0,5.0
MN,2007-04-04,-5.957777777777778,3.057777777777777,73.2558868796495,-10.457222222222224,-1.4563535911602212,1.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
MN,2007-04-05,-7.791111111111111,0.0913513513513513,60.594660381165866,-12.588397790055248,-2.9794444444444443,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN,2007-04-06,-7.905027932960894,0.0,56.92276976109797,-12.335195530726256,-3.471111111111111,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN,2007-04-07,-6.957309941520468,0.0202185792349726,56.7585877518985,-11.676023391812866,-2.23859649122807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
MN,2007-04-08,-5.238888888888889,0.0027322404371584,48.65554324723414,-11.203508771929824,0.7257309941520468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN,2007-04-09,-4.319662921348314,0.0059459459459459,49.48208459421363,-11.712359550561798,3.0730337078651684,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MN,2007-04-10,-1.7125,0.75989010989011,53.55580831430483,-7.935795454545455,4.516949152542373,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,5.0,1.0,2.0,0.0,5.0,1.0,0.0,0.0
MN,2007-04-11,0.2602272727272727,4.362983425414365,77.598936945194,-3.5666666666666664,4.077966101694915,7.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,1.0,0.0,6.0,0.0,0.0,2.0
MN,2007-04-12,0.4116477272727273,1.7295081967213115,66.40674840751284,-4.009090909090909,4.812359550561798,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0
MN,2007-04-13,1.996927374301676,0.0016216216216216,58.96252777335916,-4.462011173184358,8.455865921787709,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
MN,2007-04-14,4.151136363636364,0.0027173913043478,62.50042919241295,-3.251136363636364,11.539325842696629,8.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN,2007-04-15,6.120571428571428,0.0162162162162162,55.83937571297961,-2.486931818181818,14.75,6.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
MN,2007-04-16,9.299171270718231,0.2015873015873016,50.77650032286749,0.3977900552486187,18.20055248618785,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0
MN,2007-04-17,9.953867403314918,0.4292553191489361,61.802563381215904,0.9767955801104972,18.91868131868132,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0
MN,2007-04-18,8.324444444444445,0.0032258064516129,51.8740195199941,-0.1927777777777778,16.841666666666665,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN,2007-04-19,8.921508379888268,0.0317204301075268,55.10630157388641,0.7664804469273743,17.086666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
MN,2007-04-20,11.879213483146067,0.7274193548387098,56.91947324077442,4.407865168539326,19.335754189944133,2.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
MN,2007-04-21,14.767514124293784,4.740659340659341,60.706036098943095,8.082485875706213,21.45254237288136,11.0,0.0,22.0,1.0,4.0,1.0,5.0,0.0,0.0,5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
MN,2007-04-22,15.151428571428571,9.735,71.24797774301224,9.1125,21.185714285714287,15.0,3.0,16.0,1.0,1.0,1.0,4.0,0.0,1.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0
MN,2007-04-23,11.80638888888889,10.0135593220339,69.70186042408187,5.018333333333333,18.594444444444445,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
MN,2007-04-24,9.850276243093925,0.0404255319148936,51.87259062750789,2.8187845303867403,16.847252747252746,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0
